step,pair,hasManifold,contactCount,penetration,normalX,normalY,normalZ,hasOrientedManifold,orientedContactCount,orientedPenetration,orientedNormalX,orientedNormalY,orientedNormalZ,axisContact,axisPenetration,axisIndex,firstUpY,secondUpY,firstPositionX,firstPositionY,secondPositionX,secondPositionY
252,box02-box03,true,4,0.097551346,0,-1,0,true,4,0.0054579973,-0.04571154,-0.9978658,0.046629284,true,0.097551346,1,0.9978658,0.9978332,0.084260866,1.5226824,0.12778193,2.5156686
252,box02-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.9978658,0.99712634,0.084260866,1.5226824,0.18219715,3.5198526
252,box03-box04,true,4,0.09272635,0,-1,0,true,1,0.0022542477,-0.06125041,-0.9970038,0.047241613,true,0.09272635,1,0.9978332,0.99712634,0.12778193,2.5156686,0.18219715,3.5198526
253,ground-box01,true,4,-1.1920929E-07,0,-1,0,true,4,-1.1920929E-07,-0,-1,-0,true,-1.1920929E-07,1,1,0.9980682,0,-0.5,0.022974523,0.5429651
253,ground-box02,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.997841,0,-0.5,0.08474315,1.5228685
253,ground-box03,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.9978121,0,-0.5,0.12846191,2.5158246
253,ground-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.9970953,0,-0.5,0.1830812,3.5199864
253,box01-box02,true,4,0.10841972,0,-1,0,true,4,0.018784761,-0.04594275,-0.997841,0.04693226,true,0.10841972,1,0.9980682,0.997841,0.022974523,0.5429651,0.08474315,1.5228685
253,box01-box03,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.9980682,0.9978121,0.022974523,0.5429651,0.12846191,2.5158246
253,box01-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.9980682,0.9970953,0.022974523,0.5429651,0.1830812,3.5199864
253,box02-box03,true,4,0.09805095,0,-1,0,true,4,0.0054287314,-0.04594275,-0.997841,0.04693226,true,0.09805095,1,0.997841,0.9978121,0.08474315,1.5228685,0.12846191,2.5158246
253,box02-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.997841,0.9970953,0.08474315,1.5228685,0.1830812,3.5199864
253,box03-box04,true,4,0.09324849,0,-1,0,true,1,0.002253294,-0.06149597,-0.99697524,0.047525056,true,0.09324849,1,0.9978121,0.9970953,0.12846191,2.5158246,0.1830812,3.5199864
254,ground-box01,true,4,0,0,-1,0,true,4,0,-0,-1,-0,true,0,1,1,0.99804604,0,-0.5,0.023104234,0.54320526
254,ground-box02,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.997816,0,-0.5,0.08522923,1.5230538
254,ground-box03,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.99779046,0,-0.5,0.12915061,2.51598
254,ground-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.9970636,0,-0.5,0.18398131,3.5201187
254,box01-box02,true,4,0.10896909,0,-1,0,true,4,0.01880908,-0.046175458,-0.997816,0.04723316,true,0.10896909,1,0.99804604,0.997816,0.023104234,0.54320526,0.08522923,1.5230538
254,box01-box03,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.99804604,0.99779046,0.023104234,0.54320526,0.12915061,2.51598
254,box01-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.99804604,0.9970636,0.023104234,0.54320526,0.18398131,3.5201187
254,box02-box03,true,4,0.0985533,0,-1,0,true,1,0.005457163,-0.046113085,-0.99781895,0.047233224,true,0.0985533,1,0.997816,0.99779046,0.08522923,1.5230538,0.12915061,2.51598
254,box02-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.997816,0.9970636,0.08522923,1.5230538,0.18398131,3.5201187
254,box03-box04,true,4,0.093777895,0,-1,0,true,1,0.0022525787,-0.061748378,-0.9969461,0.047808398,true,0.093777895,1,0.99779046,0.9970636,0.12915061,2.51598,0.18398131,3.5201187
255,ground-box01,true,4,0,0,-1,0,true,4,0,-0,-1,-0,true,0,1,1,0.9980266,0,-0.5,0.023218429,0.5434143
255,ground-box02,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.9977928,0,-0.5,0.08561028,1.5232356
255,ground-box03,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.9977506,0,-0.5,0.12977996,2.5161715
255,ground-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.99701625,0,-0.5,0.18501295,3.5202785
255,box01-box02,true,4,0.10944122,0,-1,0,true,4,0.018826663,-0.046371397,-0.9977928,0.04753198,true,0.10944122,1,0.9980266,0.9977928,0.023218429,0.5434143,0.08561028,1.5232356
255,box01-box03,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.9980266,0.9977506,0.023218429,0.5434143,0.12977996,2.5161715
255,box01-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.9980266,0.99701625,0.023218429,0.5434143,0.18501295,3.5202785
255,box02-box03,true,4,0.09918046,0,-1,0,true,4,0.005533099,-0.046371397,-0.9977928,0.04753198,true,0.09918046,1,0.9977928,0.9977506,0.08561028,1.5232356,0.12977996,2.5161715
255,box02-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.9977928,0.99701625,0.08561028,1.5232356,0.18501295,3.5202785
255,box03-box04,true,4,0.09463012,0,-1,0,true,1,0.0022517443,-0.062166605,-0.99689806,0.04826632,true,0.09463012,1,0.9977506,0.99701625,0.12977996,2.5161715,0.18501295,3.5202785
256,ground-box01,true,4,0,0,-1,0,true,4,0,-0,-1,-0,true,0,1,1,0.99800587,0,-0.5,0.02333638,0.5436364
256,ground-box02,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.9977653,0,-0.5,0.08607532,1.5234287
256,ground-box03,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.99772465,0,-0.5,0.1304826,2.516333
256,ground-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.9969785,0,-0.5,0.18598452,3.520416
256,box01-box02,true,4,0.1099692,0,-1,0,true,4,0.018867195,-0.046632696,-0.9977653,0.04785215,true,0.1099692,1,0.99800587,0.9977653,0.02333638,0.5436364,0.08607532,1.5234287
256,box01-box03,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.99800587,0.99772465,0.02333638,0.5436364,0.1304826,2.516333
256,box01-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.99800587,0.9969785,0.02333638,0.5436364,0.18598452,3.520416
256,box02-box03,true,4,0.09974718,0,-1,0,true,4,0.005520344,-0.046632696,-0.9977653,0.04785215,true,0.09974718,1,0.9977653,0.99772465,0.08607532,1.5234287,0.1304826,2.516333
256,box02-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.9977653,0.9969785,0.08607532,1.5234287,0.18598452,3.520416
256,box03-box04,true,4,0.09524715,0,-1,0,true,1,0.0022466183,-0.062480267,-0.9968632,0.048580073,true,0.09524715,1,0.99772465,0.9969785,0.1304826,2.516333,0.18598452,3.520416
257,ground-box01,true,4,0,0,-1,0,true,4,0,-0,-1,-0,true,0,1,1,0.99798346,0,-0.5,0.023464827,0.5438747
257,ground-box02,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.99773806,0,-0.5,0.08657112,1.5236151
257,ground-box03,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.9977009,0,-0.5,0.13120624,2.5164866
257,ground-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.99694383,0,-0.5,0.18694912,3.5205445
257,box01-box02,true,4,0.110532224,0,-1,0,true,4,0.018907249,-0.046892233,-0.99773806,0.048165478,true,0.110532224,1,0.99798346,0.99773806,0.023464827,0.5438747,0.08657112,1.5236151
257,box01-box03,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.99798346,0.9977009,0.023464827,0.5438747,0.13120624,2.5164866
257,box01-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.99798346,0.99694383,0.023464827,0.5438747,0.18694912,3.5205445
257,box02-box03,true,4,0.10028756,0,-1,0,true,1,0.005489588,-0.046928458,-0.99773633,0.048165444,true,0.10028756,1,0.99773806,0.9977009,0.08657112,1.5236151,0.13120624,2.5164866
257,box02-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.99773806,0.99694383,0.08657112,1.5236151,0.18694912,3.5205445
257,box03-box04,true,4,0.09581256,0,-1,0,true,1,0.0022449493,-0.06276299,-0.9968313,0.048869587,true,0.09581256,1,0.9977009,0.99694383,0.13120624,2.5164866,0.18694912,3.5205445
258,ground-box01,true,4,0,0,-1,0,true,4,0,-0,-1,-0,true,0,1,1,0.9979634,0,-0.5,0.023580777,0.5440873
258,ground-box02,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.9977134,0,-0.5,0.08696707,1.5237932
258,ground-box03,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.9976588,0,-0.5,0.13187017,2.5166783
258,ground-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.9968937,0,-0.5,0.18803878,3.5207012
258,box01-box02,true,4,0.11102474,0,-1,0,true,4,0.018937051,-0.04710689,-0.9977134,0.04846632,true,0.11102474,1,0.9979634,0.9977134,0.023580777,0.5440873,0.08696707,1.5237932
258,box01-box03,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.9979634,0.9976588,0.023580777,0.5440873,0.13187017,2.5166783
258,box01-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.9979634,0.9968937,0.023580777,0.5440873,0.18803878,3.5207012
258,box02-box03,true,4,0.100934744,0,-1,0,true,4,0.0056270957,-0.04710689,-0.9977134,0.04846632,true,0.100934744,1,0.9977134,0.9976588,0.08696707,1.5237932,0.13187017,2.5166783
258,box02-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.9977134,0.9968937,0.08696707,1.5237932,0.18803878,3.5207012
258,box03-box04,true,4,0.09669614,0,-1,0,true,1,0.0022450686,-0.06320444,-0.99678046,0.049334437,true,0.09669614,1,0.9976588,0.9968937,0.13187017,2.5166783,0.18803878,3.5207012
259,ground-box01,true,4,0,0,-1,0,true,4,0,-0,-1,-0,true,0,1,1,0.99794203,0,-0.5,0.023700861,0.5443124
259,ground-box02,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.9976839,0,-0.5,0.08744993,1.5239848
259,ground-box03,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.9976318,0,-0.5,0.13260809,2.5168347
259,ground-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.9968542,0,-0.5,0.18906085,3.5208318
259,box01-box02,true,4,0.111575186,0,-1,0,true,4,0.018992007,-0.047390863,-0.9976839,0.048795525,true,0.111575186,1,0.99794203,0.9976839,0.023700861,0.5443124,0.08744993,1.5239848
259,box01-box03,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.99794203,0.9976318,0.023700861,0.5443124,0.13260809,2.5168347
259,box01-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.99794203,0.9968542,0.023700861,0.5443124,0.18906085,3.5208318
259,box02-box03,true,4,0.101525664,0,-1,0,true,4,0.005607307,-0.047390863,-0.9976839,0.048795525,true,0.101525664,1,0.9976839,0.9976318,0.08744993,1.5239848,0.13260809,2.5168347
259,box02-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.9976839,0.9968542,0.08744993,1.5239848,0.18906085,3.5208318
259,box03-box04,true,4,0.09732652,0,-1,0,true,1,0.0022398233,-0.063533485,-0.9967441,0.04964585,true,0.09732652,1,0.9976318,0.9968542,0.13260809,2.5168347,0.18906085,3.5208318
260,ground-box01,true,4,0,0,-1,0,true,4,0,-0,-1,-0,true,0,1,1,0.99791884,0,-0.5,0.02383201,0.54455525
260,ground-box02,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.9976548,0,-0.5,0.087964095,1.524169
260,ground-box03,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.99760723,0,-0.5,0.1333652,2.5169818
260,ground-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.9968182,0,-0.5,0.19007133,3.5209522
260,box01-box02,true,4,0.11216217,0,-1,0,true,4,0.019045413,-0.047670666,-0.9976548,0.049115837,true,0.11216217,1,0.99791884,0.9976548,0.02383201,0.54455525,0.087964095,1.524169
260,box01-box03,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.99791884,0.99760723,0.02383201,0.54455525,0.1333652,2.5169818
260,box01-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.99791884,0.9968182,0.02383201,0.54455525,0.19007133,3.5209522
260,box02-box03,true,4,0.102086306,0,-1,0,true,4,0.005569935,-0.047670666,-0.9976548,0.049115837,true,0.102086306,1,0.9976548,0.99760723,0.087964095,1.524169,0.1333652,2.5169818
260,box02-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.9976548,0.9968182,0.087964095,1.524169,0.19007133,3.5209522
260,box03-box04,true,4,0.097901106,0,-1,0,true,1,0.002238512,-0.063828714,-0.996711,0.049930975,true,0.097901106,1,0.99760723,0.9968182,0.1333652,2.5169818,0.19007133,3.5209522
261,ground-box01,true,4,0,0,-1,0,true,4,0,-0,-1,-0,true,0,1,1,0.99789506,0,-0.5,0.0239666,0.5448032
261,ground-box02,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.997626,0,-0.5,0.08848733,1.5243502
261,ground-box03,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.997583,0,-0.5,0.1341297,2.5171266
261,ground-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.9967826,0,-0.5,0.19108568,3.5210693
261,box01-box02,true,4,0.11275798,0,-1,0,true,4,0.019096315,-0.047947545,-0.997626,0.049430054,true,0.11275798,1,0.99789506,0.997626,0.0239666,0.5448032,0.08848733,1.5243502
261,box01-box03,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.99789506,0.997583,0.0239666,0.5448032,0.1341297,2.5171266
261,box01-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.99789506,0.9967826,0.0239666,0.5448032,0.19108568,3.5210693
261,box02-box03,true,4,0.10263777,0,-1,0,true,4,0.0055318475,-0.047947545,-0.997626,0.049430054,true,0.10263777,1,0.997626,0.997583,0.08848733,1.5243502,0.1341297,2.5171266
261,box02-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.997626,0.9967826,0.08848733,1.5243502,0.19108568,3.5210693
261,box03-box04,true,4,0.09846616,0,-1,0,true,1,0.0022380352,-0.064119585,-0.99667835,0.050209586,true,0.09846616,1,0.997583,0.9967826,0.1341297,2.5171266,0.19108568,3.5210693
262,ground-box01,true,4,0,0,-1,0,true,4,0,-0,-1,-0,true,0,1,1,0.9978709,0,-0.5,0.024102366,0.5450526
262,ground-box02,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.9975974,0,-0.5,0.08901317,1.5245315
262,ground-box03,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.9975585,0,-0.5,0.13489836,2.5172722
262,ground-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.9967466,0,-0.5,0.19210847,3.521186
262,box01-box02,true,4,0.11335343,0,-1,0,true,4,0.019143403,-0.04822244,-0.9975974,0.049739767,true,0.11335343,1,0.9978709,0.9975974,0.024102366,0.5450526,0.08901317,1.5245315
262,box01-box03,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.9978709,0.9975585,0.024102366,0.5450526,0.13489836,2.5172722
262,box01-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.9978709,0.9967466,0.024102366,0.5450526,0.19210847,3.521186
262,box02-box03,true,4,0.103186965,0,-1,0,true,1,0.0054982305,-0.048224386,-0.9975973,0.049739763,true,0.103186965,1,0.9975974,0.9975585,0.08901317,1.5245315,0.13489836,2.5172722
262,box02-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.9975974,0.9967466,0.08901317,1.5245315,0.19210847,3.521186
262,box03-box04,true,4,0.0990355,0,-1,0,true,1,0.002238512,-0.06441434,-0.9966453,0.05048745,true,0.0990355,1,0.9975585,0.9967466,0.13489836,2.5172722,0.19210847,3.521186
263,ground-box01,true,4,0,0,-1,0,true,4,0,-0,-1,-0,true,0,1,1,0.99784964,0,-0.5,0.024222992,0.54527164
263,ground-box02,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.99757135,0,-0.5,0.089431696,1.5247083
263,ground-box03,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.9975141,0,-0.5,0.13560192,2.5174618
263,ground-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.9966936,0,-0.5,0.19325732,3.5213366
263,box01-box02,true,4,0.113865614,0,-1,0,true,4,0.0191769,-0.048453957,-0.99757135,0.050035596,true,0.113865614,1,0.99784964,0.99757135,0.024222992,0.54527164,0.089431696,1.5247083
263,box01-box03,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.99784964,0.9975141,0.024222992,0.54527164,0.13560192,2.5174618
263,box01-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.99784964,0.9966936,0.024222992,0.54527164,0.19325732,3.5213366
263,box02-box03,true,4,0.10384774,0,-1,0,true,4,0.005638182,-0.048453957,-0.99757135,0.050035596,true,0.10384774,1,0.99757135,0.9975141,0.089431696,1.5247083,0.13560192,2.5174618
263,box02-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.99757135,0.9966936,0.089431696,1.5247083,0.19325732,3.5213366
263,box03-box04,true,4,0.09993768,0,-1,0,true,1,0.0022398233,-0.06487489,-0.99659187,0.05095029,true,0.09993768,1,0.9975141,0.9966936,0.13560192,2.5174618,0.19325732,3.5213366
264,ground-box01,true,4,0,0,-1,0,true,4,0,-0,-1,-0,true,0,1,1,0.9978272,0,-0.5,0.024346933,0.545502
264,ground-box02,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.9975404,0,-0.5,0.08993305,1.5249013
264,ground-box03,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.9974853,0,-0.5,0.13637549,2.517618
264,ground-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.9966515,0,-0.5,0.1943375,3.521464
264,box01-box02,true,4,0.11443037,0,-1,0,true,4,0.019233465,-0.048751805,-0.9975404,0.05036297,true,0.11443037,1,0.9978272,0.9975404,0.024346933,0.545502,0.08993305,1.5249013
264,box01-box03,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.9978272,0.9974853,0.024346933,0.545502,0.13637549,2.517618
264,box01-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.9978272,0.9966515,0.024346933,0.545502,0.1943375,3.521464
264,box02-box03,true,4,0.104454994,0,-1,0,true,4,0.0056225657,-0.048751805,-0.9975404,0.05036297,true,0.104454994,1,0.9975404,0.9974853,0.08993305,1.5249013,0.13637549,2.517618
264,box02-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.9975404,0.9966515,0.08993305,1.5249013,0.1943375,3.521464
264,box03-box04,true,4,0.10058904,0,-1,0,true,1,0.0022349358,-0.06522606,-0.9965531,0.051259167,true,0.10058904,1,0.9974853,0.9966515,0.13637549,2.517618,0.1943375,3.521464
265,ground-box01,true,4,0,0,-1,0,true,4,0,-0,-1,-0,true,0,1,1,0.99780285,0,-0.5,0.024481593,0.5457493
265,ground-box02,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.9975099,0,-0.5,0.090464465,1.5250878
265,ground-box03,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.99745905,0,-0.5,0.13716608,2.5177662
265,ground-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.9966129,0,-0.5,0.19540326,3.5215828
265,box01-box02,true,4,0.11502886,0,-1,0,true,4,0.019286752,-0.049044773,-0.9975099,0.050681457,true,0.11502886,1,0.99780285,0.9975099,0.024481593,0.5457493,0.090464465,1.5250878
265,box01-box03,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.99780285,0.99745905,0.024481593,0.5457493,0.13716608,2.5177662
265,box01-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.99780285,0.9966129,0.024481593,0.5457493,0.19540326,3.5215828
265,box02-box03,true,4,0.10503054,0,-1,0,true,4,0.0055889487,-0.049044773,-0.9975099,0.050681457,true,0.10503054,1,0.9975099,0.99745905,0.090464465,1.5250878,0.13716608,2.5177662
265,box02-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.9975099,0.9966129,0.090464465,1.5250878,0.19540326,3.5215828
265,box03-box04,true,4,0.10118365,0,-1,0,true,1,0.0022337437,-0.06554296,-0.9965178,0.051541638,true,0.10118365,1,0.99745905,0.9966129,0.13716608,2.5177662,0.19540326,3.5215828
266,ground-box01,true,4,0,0,-1,0,true,4,0,-0,-1,-0,true,0,1,1,0.99777794,0,-0.5,0.024619604,0.5460017
266,ground-box02,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.9974797,0,-0.5,0.09100433,1.5252719
266,ground-box03,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.9974332,0,-0.5,0.13796233,2.5179126
266,ground-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.9965749,0,-0.5,0.19646972,3.521699
266,box01-box02,true,4,0.115635395,0,-1,0,true,4,0.019336939,-0.04933419,-0.9974797,0.050993916,true,0.115635395,1,0.99777794,0.9974797,0.024619604,0.5460017,0.09100433,1.5252719
266,box01-box03,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.99777794,0.9974332,0.024619604,0.5460017,0.13796233,2.5179126
266,box01-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.99777794,0.9965749,0.024619604,0.5460017,0.19646972,3.521699
266,box02-box03,true,4,0.10559595,0,-1,0,true,4,0.0055544972,-0.04933419,-0.9974797,0.050993916,true,0.10559595,1,0.9974797,0.9974332,0.09100433,1.5252719,0.13796233,2.5179126
266,box02-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.9974797,0.9965749,0.09100433,1.5252719,0.19646972,3.521699
266,box03-box04,true,4,0.1017673,0,-1,0,true,1,0.0022338629,-0.065854095,-0.9964829,0.051817562,true,0.1017673,1,0.9974332,0.9965749,0.13796233,2.5179126,0.19646972,3.521699
267,ground-box01,true,4,0,0,-1,0,true,4,0,-0,-1,-0,true,0,1,1,0.99775267,0,-0.5,0.02475877,0.54625535
267,ground-box02,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.9974497,0,-0.5,0.09154637,1.5254562
267,ground-box03,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.99740714,0,-0.5,0.13876115,2.5180602
267,ground-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.99653655,0,-0.5,0.19754146,3.5218155
267,box01-box02,true,4,0.11624098,0,-1,0,true,4,0.019382954,-0.04962093,-0.9974497,0.051301926,true,0.11624098,1,0.99775267,0.9974497,0.02475877,0.54625535,0.09154637,1.5254562
267,box01-box03,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.99775267,0.99740714,0.02475877,0.54625535,0.13876115,2.5180602
267,box01-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.99775267,0.99653655,0.02475877,0.54625535,0.19754146,3.5218155
267,box02-box03,true,4,0.10615778,0,-1,0,true,1,0.005523443,-0.049623787,-0.9974496,0.051301926,true,0.10615778,1,0.9974497,0.99740714,0.09154637,1.5254562,0.13876115,2.5180602
267,box02-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.9974497,0.99653655,0.09154637,1.5254562,0.19754146,3.5218155
267,box03-box04,true,4,0.102353215,0,-1,0,true,1,0.0022343397,-0.066167645,-0.9964478,0.05209273,true,0.102353215,1,0.99740714,0.99653655,0.13876115,2.5180602,0.19754146,3.5218155
268,ground-box01,true,4,0,0,-1,0,true,4,0,-0,-1,-0,true,0,1,1,0.9977303,0,-0.5,0.024882846,0.5464793
268,ground-box02,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.9974225,0,-0.5,0.09198093,1.525635
268,ground-box03,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.9973606,0,-0.5,0.13949329,2.5182545
268,ground-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.9964807,0,-0.5,0.19873628,3.5219676
268,box01-box02,true,4,0.11676341,0,-1,0,true,4,0.019415677,-0.049863845,-0.9974225,0.05159339,true,0.11676341,1,0.9977303,0.9974225,0.024882846,0.5464793,0.09198093,1.525635
268,box01-box03,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.9977303,0.9973606,0.024882846,0.5464793,0.13949329,2.5182545
268,box01-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.9977303,0.9964807,0.024882846,0.5464793,0.19873628,3.5219676
268,box02-box03,true,4,0.106826305,0,-1,0,true,4,0.005664468,-0.049863845,-0.9974225,0.05159339,true,0.106826305,1,0.9974225,0.9973606,0.09198093,1.525635,0.13949329,2.5182545
268,box02-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.9974225,0.9964807,0.09198093,1.525635,0.19873628,3.5219676
268,box03-box04,true,4,0.10327315,0,-1,0,true,1,0.0022360086,-0.06664554,-0.99639165,0.052555446,true,0.10327315,1,0.9973606,0.9964807,0.13949329,2.5182545,0.19873628,3.5219676
269,ground-box01,true,4,0,0,-1,0,true,4,0,-0,-1,-0,true,0,1,1,0.9977068,0,-0.5,0.02501012,0.5467135
269,ground-box02,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.99739015,0,-0.5,0.0924977,1.5258316
269,ground-box03,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.9973302,0,-0.5,0.14029403,2.5184133
269,ground-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,1,0.99643624,0,-0.5,0.19985946,3.5220957
269,box01-box02,true,4,0.11733651,0,-1,0,true,4,0.019470096,-0.05017219,-0.99739015,0.051919878,true,0.11733651,1,0.9977068,0.99739015,0.02501012,0.5467135,0.0924977,1.5258316
269,box01-box03,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.9977068,0.9973302,0.02501012,0.5467135,0.14029403,2.5184133
269,box01-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.9977068,0.99643624,0.02501012,0.5467135,0.19985946,3.5220957
269,box02-box03,true,4,0.107444525,0,-1,0,true,4,0.0056506395,-0.05017219,-0.99739015,0.051919878,true,0.107444525,1,0.99739015,0.9973302,0.0924977,1.5258316,0.14029403,2.5184133
269,box02-box04,false,0,0,0,0,0,false,0,0,0,0,0,false,0,-1,0.99739015,0.99643624,0.0924977,1.5258316,0.19985946,3.5220957
269,box03-box04,true,4,0.10393858,0,-1,0,true,1,0.002231121,-0.06701256,-0.9963508,0.052862026,true,0.10393858,1,0.9973302,0.99643624,0.14029403,2.5184133,0.19985946,3.5220957
270,ground-box01,true,4,0,0,-1,0,true,4,0,-0,-1,-0,true,0,1,1,0.9976814,0,-0.5,0.02514812,0.5469649
