engine,step,time,body,positionX,positionY,positionZ,orientationX,orientationY,orientationZ,orientationW,linearVelocityX,linearVelocityY,linearVelocityZ,angularVelocityX,angularVelocityY,angularVelocityZ,linearForceApproxX,linearForceApproxY,linearForceApproxZ,angularForceApproxX,angularForceApproxY,angularForceApproxZ
bepu-dynamic-stack,0,0,box01,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
bepu-dynamic-stack,0,0,box02,0,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
bepu-dynamic-stack,0,0,box03,0,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
bepu-dynamic-stack,0,0,box04,0,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
bepu-dynamic-stack,1,0.016666668,box01,-8.8634064E-05,0.4994433,-1.176782E-05,1.3813668E-06,0,7.466672E-05,1,-0.0053180438,-0.033403195,-0.0007060692,0.00016576401,0,0.008960006,-0.31908262,-2.0041916,-0.042364147,0.00994584,0,0.53760034
bepu-dynamic-stack,1,0.016666668,box02,-0.00017578629,1.4988358,-3.1551695E-05,1.3318051E-05,0,-3.7770704E-05,1,-0.010547177,-0.06985528,-0.0018931017,0.0015981661,0,-0.0045324843,-0.63283056,-4.1913166,-0.1135861,0.095889956,0,-0.27194905
bepu-dynamic-stack,1,0.016666668,box03,-9.02291E-05,2.4985645,-2.3483613E-05,-5.2499686E-06,0,-4.778648E-05,1,-0.0054137455,-0.08613183,-0.0014090168,-0.0006299962,0,-0.0057343775,-0.32482472,-5.1679096,-0.084541,-0.03779977,0,-0.34406263
bepu-dynamic-stack,1,0.016666668,box04,0.000117845426,3.4982958,2.8411901E-05,2.3028859E-05,0,-0.00011001489,1,0.0070707253,-0.10225206,0.001704714,0.0027634625,0,-0.013201784,0.4242435,-6.1351233,0.10228284,0.16580774,0,-0.79210705
bepu-dynamic-stack,2,0.033333335,box01,-0.00017265829,0.498959,-1.2303136E-05,1.0999271E-05,-1.3310072E-09,0.00012247104,1,-0.005041453,-0.029057031,-3.211896E-05,0.0011541484,-8.146861E-08,0.0057365187,0.016595442,0.2607698,0.04043701,0.05930306,-4.8881166E-06,-0.19340922
bepu-dynamic-stack,2,0.033333335,box02,-0.0002971274,1.4976565,-4.617724E-05,6.99435E-07,2.2507146E-10,-0.00010005987,1,-0.0072804675,-0.07076079,-0.0008775326,-0.0015142339,1.8375069E-07,-0.0074747,0.19600256,-0.054330375,0.06093414,-0.18674399,1.102504E-05,-0.17653292
bepu-dynamic-stack,2,0.033333335,box03,-0.00014862798,2.4969318,-3.159396E-05,1.3889041E-05,-2.225186E-09,-4.8516686E-05,1,-0.0035039329,-0.09796393,-0.000486621,0.002296681,-3.7723265E-07,-8.7624474E-05,0.11458875,-0.7099257,0.055343743,0.17560062,-2.2633958E-05,0.33880517
bepu-dynamic-stack,2,0.033333335,box04,0.00016051665,3.4963915,4.9124166E-05,2.3262057E-05,1.175188E-09,-0.00016310568,1,0.0025602728,-0.11425601,0.0012427359,2.7983702E-05,2.8465837E-07,-0.006370895,-0.27062714,-0.720237,-0.027718687,-0.16412872,1.7079501E-05,0.40985334
bepu-dynamic-stack,3,0.050000004,box01,-0.00018032342,0.49871662,-1.3962717E-06,2.9051755E-05,3.4315994E-10,9.6820506E-05,1,-0.00045990784,-0.014542328,0.0006544118,0.002166298,5.000653E-07,-0.0030780644,0.2748927,0.87088215,0.041191842,0.060728975,3.4892033E-05,-0.52887493
bepu-dynamic-stack,3,0.050000004,box02,-0.00031953488,1.4969587,-2.933022E-05,-8.775775E-06,-1.7019888E-09,-9.447803E-05,1,-0.0013444487,-0.041864112,0.0010108211,-0.0011370252,-1.1794512E-07,0.00066982035,0.35616112,1.7338004,0.11330121,0.02263252,-1.8101748E-05,0.48867118
bepu-dynamic-stack,3,0.050000004,box03,-0.00017721855,2.4958537,-2.0099626E-05,1.7998374E-05,-4.3118877E-09,-4.7944242E-05,1,-0.0017154345,-0.06468914,0.0006896601,0.00049311994,-2.752828E-07,6.8693305E-05,0.10730989,1.9964874,0.07057686,-0.10821366,6.1169917E-06,0.0093790665
