step,pairA,pairB,contactIndex,featureId,depth,offsetX,offsetY,offsetZ,normalX,normalY,normalZ
8,4,5,0,0,0.0018853545,0.039434846,0.49749586,0.00097605214,-0.079018675,-0.9968712,-0.0019557916
8,2,3,0,0,0.0030049086,0.040226225,0.49229658,-0.06727369,-0.08069493,-0.9875607,0.1349529
8,0,0,0,0,0.0027983189,-0,-0.49860084,-0,0,1,0
9,1,2,0,0,0.005062163,-0.04534669,0.49539587,-0.0014028439,0.09115482,-0.9958328,0.0028199628
9,0,1,0,0,0.0047569275,0.042228304,0.49084914,0.07007907,-0.08486028,-0.9863905,-0.14082806
9,3,4,0,0,0.0034909248,-0.03953467,0.4922501,0.06621519,0.07934633,-0.9879491,-0.13289429
9,5,6,0,0,0.0017145872,-0.039233636,0.49360108,-0.062945604,0.078602046,-0.98889774,0.12610742
9,6,7,0,0,0.0006619096,0.03946814,0.4943945,0.060707916,-0.07898856,-0.98944396,-0.12149625
9,4,5,0,0,0.0030195713,0.03930413,0.49693418,0.0020220336,-0.07884634,-0.9968785,-0.0040563154
9,2,3,0,0,0.003620565,0.04055213,0.49118304,-0.07271688,-0.08139897,-0.98593575,0.14596222
9,0,0,0,0,0.003123641,-0,-0.49843815,-0,0,0.99999994,0
10,1,2,0,0,0.0052195787,-0.047850143,0.4950769,-0.0024974607,0.096202426,-0.9953491,0.0050211297
10,0,1,0,0,0.0051947236,0.042892292,0.48975188,0.07558264,-0.086232536,-0.98461854,-0.15195464
10,3,4,0,0,0.0037686825,-0.03953496,0.4914488,0.070952915,0.07936904,-0.98661584,-0.14244264
10,5,6,0,0,0.002308309,-0.039172012,0.49286696,-0.066293836,0.07852528,-0.9880146,0.13289443
10,6,7,0,0,0.0015288591,0.039416753,0.4937649,0.062279336,-0.07895421,-0.9890419,-0.1247494
10,4,5,0,0,0.003369093,0.03927087,0.49675372,0.0034435617,-0.07880725,-0.996866,-0.006910405
10,2,3,0,0,0.003974259,0.041008502,0.48979607,-0.0802181,-0.082344264,-0.98350084,0.16107635
10,0,0,0,0,0.0032116175,-0,-0.49839416,-0,0,0.99999994,0
11,1,2,0,0,0.004657507,-0.050962005,0.49503934,-0.0039476827,0.10240094,-0.9947116,0.00793231
11,0,1,0,0,0.005181074,0.043659378,0.4885666,0.082538836,-0.08777352,-0.9822222,-0.16593741
11,3,4,0,0,0.0033646226,-0.03957071,0.49072158,0.07711687,0.0794086,-0.9847565,-0.15475443
11,5,6,0,0,0.0020818114,-0.039203916,0.4923532,-0.07079223,0.0785714,-0.9867607,0.14187983
11,6,7,0,0,0.0011817813,0.039446276,0.4936585,0.064456776,-0.07898589,-0.9884852,-0.12906608
11,4,5,0,0,0.0028167367,0.039308585,0.49701118,0.005323939,-0.07883924,-0.99683017,-0.010677955
11,2,3,0,0,0.0038192272,0.041616846,0.4881585,-0.08979627,-0.0835528,-0.98006004,0.18028107
11,0,0,0,0,0.0029473305,-0,-0.49852633,-0,0,1,0
12,1,2,0,0,0.0034751296,-0.054638185,0.4952248,-0.005700819,0.109657444,-0.9939036,0.011441398
12,0,1,0,0,0.0045591593,0.04455147,0.48734063,0.09077385,-0.08951104,-0.97914535,-0.1823792
12,3,4,0,0,0.002451539,-0.039610796,0.48998073,0.084413365,0.07941628,-0.9823698,-0.16924164
12,6,7,0,0,0.0006915331,0.039491657,0.49356294,0.06701035,-0.07903797,-0.987809,-0.13411345
12,5,6,0,0,0.0015422702,-0.039259825,0.49182555,-0.07612975,0.07864094,-0.9851705,0.15249468
12,4,5,0,0,0.0018488765,0.039368503,0.497462,0.0076196827,-0.07888285,-0.9967669,-0.015267593
12,2,3,0,0,0.003101647,0.042365022,0.48623237,-0.10116737,-0.08499367,-0.9754904,0.20296428
12,0,0,0,0,0.0023473501,-0,-0.49882632,-0,0,1,0
13,1,2,0,0,0.0019868612,-0.058744583,0.49547744,-0.0076643787,0.11772306,-0.9929277,0.015359274
13,0,1,0,0,0.0034267902,0.045568977,0.4860325,0.09992719,-0.09145134,-0.9754075,-0.20054159
13,3,4,0,0,0.0013277531,-0.039631955,0.4891063,0.0924171,0.07936929,-0.97951317,-0.18507993
13,6,7,0,0,0.00026381016,0.039535522,0.49339536,0.06975746,-0.07909191,-0.9870511,-0.13955174
13,5,6,0,0,0.00093096495,-0.039313786,0.491195,-0.081955194,0.07870084,-0.9833054,0.16406313
13,4,5,0,0,0.0008161068,0.0394222,0.4979296,0.010205367,-0.07890879,-0.9966726,-0.020427404
13,2,3,0,0,0.0020018816,0.043212034,0.48392987,-0.11377466,-0.08659743,-0.9698012,0.22800575
13,0,0,0,0,0.0015628338,-0,-0.49921858,-0,0,1,0
14,1,2,0,0,0.0005937815,-0.063094236,0.49560857,-0.009719923,0.12626344,-0.99180603,0.019451397
14,0,1,0,0,0.0020812154,0.04669468,0.48454356,0.109533615,-0.09358413,-0.9711082,-0.2195241
14,3,4,0,0,0.0002786517,-0.039628997,0.4880166,0.100647956,0.079280086,-0.97630525,-0.20135202
14,6,7,0,0,-5.507469E-05,0.039572496,0.49315286,0.07253863,-0.07914063,-0.9862514,-0.14506927
14,5,6,0,0,0.00036120415,-0.039355617,0.4904518,-0.08790666,0.07873967,-0.98125803,0.17587684
14,4,5,0,0,-5.018711E-05,0.039458573,0.49829865,0.012907527,-0.07891318,-0.9965473,-0.025813758
14,2,3,0,0,0.0008073449,0.044102646,0.48118937,-0.12691814,-0.088276565,-0.96315634,0.25404137
14,0,0,0,0,0.0008094311,-0,-0.49959528,-0,0,1,0
15,1,2,0,0,7.677078E-05,-0.06752505,0.49524027,-0.011792384,0.13506047,-0.9905566,0.023586579
15,0,1,0,0,0.00091415644,0.047902476,0.48273104,0.1192445,-0.095892616,-0.9663455,-0.23870721
15,3,4,0,0,-0.001045227,-0.039626043,0.48692715,0.10887883,0.07916933,-0.97283745,-0.2175303
15,6,7,0,0,-0.00040519238,0.03960947,0.4929104,0.07531981,-0.07918686,-0.9854215,-0.1505786
15,5,6,0,0,-0.00035214424,-0.039397445,0.48970866,-0.09385812,0.07876715,-0.9790726,0.18765016
15,4,5,0,0,-0.00094509125,0.039494954,0.49866748,0.01560969,-0.07891533,-0.99639326,-0.031189902
15,2,3,0,0,-0.00045919418,0.0450036,0.47808897,-0.14012584,-0.08996589,-0.9557391,0.28012305
15,0,0,0,0,0.00041526556,-0,-0.49979237,-0,0,1,0
16,1,2,0,0,4.4226646E-05,-0.072006814,0.4945706,-0.01388631,0.14401999,-0.989185,0.027773848
16,0,1,0,0,0.00037753582,0.04915603,0.48036072,0.12902907,-0.09834919,-0.9610843,-0.25815558
16,3,4,0,0,-0.0026421547,-0.03962309,0.48583758,0.1171097,0.079037346,-0.9691146,-0.2336022
16,6,7,0,0,-0.00078618526,0.039646443,0.49266788,0.07810098,-0.0792306,-0.98456174,-0.15607925
16,5,6,0,0,-0.001208663,-0.039439276,0.4889655,-0.09980959,0.078783326,-0.97675043,0.19937819
16,4,5,0,0,-0.001868844,0.039531328,0.49903628,0.01831185,-0.07891518,-0.9962108,-0.036555383
16,2,3,0,0,-0.0019030571,0.045909576,0.4746789,-0.15337771,-0.09164475,-0.9475545,0.30617276
16,0,0,0,0,0.00040841103,-0,-0.4997958,-0,0,1,0
17,1,2,0,0,0.00015079975,-0.07660056,0.4937615,-0.016015299,0.15322423,-0.987672,0.03203543
17,0,1,0,0,0.000295043,0.050476864,0.4774955,0.13893399,-0.10098352,-0.95527285,-0.27795
17,3,4,0,0,-0.004511118,-0.03962013,0.484748,0.12534058,0.07888441,-0.96514213,-0.2495554
17,6,7,0,0,-0.0011978149,0.03968342,0.4924252,0.08088215,-0.07927189,-0.98367214,-0.16157076
17,5,6,0,0,-0.0022079945,-0.039481103,0.4882224,-0.10576105,0.07878824,-0.97429353,0.2110561
17,4,5,0,0,-0.0028219223,0.03956771,0.49940538,0.021014012,-0.078912735,-0.9960001,-0.041909758
17,2,3,0,0,-0.0029016733,0.046841722,0.4706024,-0.16670989,-0.09341239,-0.9384816,0.3324551
17,0,0,0,0,0.0005251169,-0,-0.4997374,-0,0,0.99999994,0
18,1,2,0,0,0.00024539232,-0.081361614,0.4928754,-0.018206634,0.16276316,-0.9859927,0.036422204
18,0,1,0,0,0.00035953522,0.05189226,0.47425547,0.14902756,-0.103821844,-0.94885206,-0.2981623
18,3,4,0,0,-0.0066503286,-0.039617173,0.4836583,0.13357145,0.07871089,-0.9609262,-0.26537803
18,6,7,0,0,-0.0016407967,0.039720394,0.49218273,0.08366331,-0.079310656,-0.982753,-0.16705252
18,5,6,0,0,-0.003349781,-0.03952293,0.48747924,-0.111712515,0.07878196,-0.97170347,0.22267911
18,4,5,0,0,-0.0038036108,0.039604094,0.4997745,0.023716174,-0.07890805,-0.99576145,-0.047252618
18,2,3,0,0,-0.003061533,0.047818337,0.46560884,-0.18015255,-0.095344774,-0.9283754,0.3592054
18,0,0,0,0,0.0006288886,-0,-0.49968553,-0,0,0.99999994,0
19,1,2,0,0,0.00028556585,-0.08631664,0.49192208,-0.020477712,0.17268258,-0.9841252,0.04096712
19,0,1,0,0,0.0004081726,0.05341484,0.47069144,0.15934971,-0.1068733,-0.9417673,-0.31882957
19,3,4,0,0,-0.009058714,-0.039614215,0.48256886,0.14180233,0.07851717,-0.9564733,-0.2810586
19,6,7,0,0,-0.0021147728,0.03975737,0.49194026,0.08644449,-0.07934694,-0.98180425,-0.17252412
19,5,6,0,0,-0.004633546,-0.039564762,0.4867361,-0.11766398,0.078764565,-0.96898234,0.23424259
19,4,5,0,0,-0.004813671,0.03964047,0.5001433,0.026418332,-0.07890114,-0.9954946,-0.052583545
19,2,3,0,0,-0.0023214817,0.0488488,0.459617,-0.19372162,-0.09747132,-0.91710496,0.3865459
19,0,0,0,0,0.0006789565,-0,-0.4996605,-0,0,0.99999994,0
20,1,2,0,0,0.00028181076,-0.091470696,0.4908878,-0.022834942,0.18299296,-0.9820523,0.045682758
20,0,1,0,0,0.00040197372,0.05504543,0.466796,0.16991317,-0.11013513,-0.9339675,-0.339963
20,3,4,0,0,-0.01173377,-0.03961126,0.48147926,0.15003319,0.078303725,-0.95179045,-0.2965863
20,6,7,0,0,-0.0026196241,0.039794344,0.4916978,0.089225665,-0.07938074,-0.9808262,-0.17798507
20,5,6,0,0,-0.006058812,-0.03960659,0.48599288,-0.12361544,0.078736134,-0.96613216,0.24574198
20,4,5,0,0,-0.0058521032,0.03967685,0.5005121,0.029120494,-0.078892015,-0.9952002,-0.05790214
20,2,3,0,0,-0.0008250475,0.04993561,0.4526533,-0.20742258,-0.09978889,-0.90456027,0.4145032
20,0,0,0,0,0.000685215,-0,-0.4996574,-0,0,1,0
21,1,2,0,0,0.000397861,-0.09671313,0.48970342,-0.025263602,0.19350326,-0.97979665,0.050547313
21,0,1,0,0,0.0004246235,0.05674474,0.46245128,0.18084973,-0.11353769,-0.9252955,-0.36185312
21,3,4,0,0,-0.013657093,-0.039504785,0.4798032,0.15844063,0.07794507,-0.94667757,-0.3126119
21,6,7,0,0,-0.0031547546,0.039831318,0.49145508,0.092006825,-0.07941211,-0.97981906,-0.18343496
21,5,6,0,0,-0.0076247454,-0.039648417,0.48524976,-0.12956691,0.078696795,-0.9631557,0.25717294
21,4,5,0,0,-0.0069196224,0.03971323,0.5008812,0.031822655,-0.07888064,-0.99487823,-0.06320794
21,2,3,0,0,-0.0003554821,0.0508725,0.4455336,-0.22156167,-0.101708844,-0.8907506,0.44296587
21,0,0,0,0,0.0007329583,-0,-0.49963352,-0,0,1,0
22,1,2,0,0,0.00038588047,-0.10219895,0.4884596,-0.027743375,0.2044768,-0.9772963,0.05550817
22,0,1,0,0,0.00040733814,0.058549847,0.45765975,0.19213483,-0.117147416,-0.9156925,-0.38442624
22,3,4,0,0,-0.015228748,-0.03939043,0.47773662,0.16699855,0.07759912,-0.94114083,-0.32898703
22,6,7,0,0,-0.0037212372,0.03986829,0.49121258,0.094788,-0.079440966,-0.9787829,-0.18887316
22,5,6,0,0,-0.009330869,-0.03969025,0.4845066,-0.13551837,0.07864665,-0.96005505,0.2685311
22,4,5,0,0,-0.008015037,0.039749607,0.50125,0.034524817,-0.07886709,-0.99452883,-0.0685006
22,2,3,0,0,-0.0004390478,0.051876485,0.43792188,-0.2361204,-0.10370744,-0.8754594,0.47203356
22,0,0,0,0,0.0007277727,-0,-0.4996361,-0,0,1,0
23,1,2,0,0,0.00028431416,-0.10788384,0.48713416,-0.030319268,0.21582904,-0.9745454,0.06065578
23,0,1,0,0,0.00030857325,0.060456377,0.4524301,0.20370992,-0.12095007,-0.9051395,-0.4075456
23,3,4,0,0,-0.016899586,-0.03925824,0.4755479,0.17559654,0.07721164,-0.9352898,-0.34535667
23,6,7,0,0,-0.0043183565,0.03990527,0.49097016,0.09756918,-0.07946737,-0.9777182,-0.19429931
23,5,6,0,0,-0.011176467,-0.039732076,0.4837635,-0.14146984,0.07858584,-0.95683295,0.27981237
23,4,5,0,0,-0.009138703,0.039785985,0.50161886,0.037226975,-0.07885137,-0.9941524,-0.0737797
23,2,3,0,0,-0.00054728985,0.0529117,0.42956555,-0.25089347,-0.105765514,-0.8586612,0.50151247
23,0,0,0,0,0.0006748438,-0,-0.49966255,-0,0,0.99999994,0
24,1,2,0,0,0.00019139051,-0.11375318,0.4856717,-0.032977983,0.22754991,-0.97152936,0.065968595
24,0,1,0,0,0.00017505884,0.06245589,0.44672722,0.21551463,-0.124933645,-0.8936109,-0.43110472
24,3,4,0,0,-0.018876433,-0.03912605,0.47335908,0.1841945,0.07680234,-0.9291786,-0.36156398
24,6,7,0,0,-0.004946232,0.039942246,0.49072763,0.10035035,-0.07949131,-0.97662467,-0.19971287
24,5,6,0,0,-0.013160706,-0.039773908,0.4830203,-0.1474213,0.07851451,-0.953492,0.29101267
24,4,5,0,0,-0.010290623,0.03982237,0.5019877,0.039929144,-0.07883349,-0.99374914,-0.07904486
24,2,3,0,0,-0.0007022619,0.0540009,0.42045605,-0.26580417,-0.107926,-0.84032196,0.5312353
24,0,0,0,0,0.0006198883,-0,-0.49969006,-0,0,1,0
25,1,2,0,0,0.00013655424,-0.11978941,0.48405275,-0.03570964,0.23961154,-0.9682377,0.07142903
25,0,1,0,0,6.097555E-05,0.06453704,0.44049576,0.22752587,-0.12908195,-0.8810452,-0.4550795
25,3,4,0,0,-0.02115798,-0.03899386,0.4711703,0.1927925,0.07637185,-0.9228157,-0.37759584
25,6,7,0,0,-0.005604148,0.03997922,0.49048495,0.10313152,-0.079512835,-0.975503,-0.20511355
25,5,6,0,0,-0.01528275,-0.03981574,0.48227718,-0.15337278,0.078432806,-0.9500352,0.3021282
25,4,5,0,0,-0.011471152,0.03985875,0.50235677,0.042631302,-0.07881342,-0.99331903,-0.08429564
25,2,3,0,0,-0.001147151,0.05513829,0.41068017,-0.28084782,-0.11015022,-0.8204192,0.561052
25,0,0,0,0,0.00058710575,-0,-0.49970645,-0,0,1,0
26,1,2,0,0,0.0001039505,-0.12598877,0.4822778,-0.038509622,0.25200373,-0.9646559,0.077027254
26,0,1,0,0,-2.6226044E-05,0.06669445,0.4336965,0.2397339,-0.1333854,-0.86737025,-0.47945523
26,3,4,0,0,-0.023742437,-0.03886167,0.46898162,0.2013905,0.0759208,-0.9162102,-0.3934398
26,6,7,0,0,-0.0062931776,0.040016193,0.49024248,0.105912685,-0.07953188,-0.9743532,-0.21050066
26,5,6,0,0,-0.017541766,-0.039857563,0.48153403,-0.15932423,0.07834089,-0.9464654,0.31315517
26,4,5,0,0,-0.0126791,0.039895125,0.5027256,0.045333464,-0.078791246,-0.9928626,-0.08953174
26,2,3,0,0,-0.0020428896,0.056323245,0.40027308,-0.2960264,-0.11241683,-0.7989141,0.59084576
26,0,0,0,0,0.0005694628,-0,-0.49971527,-0,0,1,0
27,1,2,0,0,7.772446E-05,-0.1323482,0.48034704,-0.041374043,0.26471695,-0.96076876,0.082754515
27,0,1,0,0,-9.2983246E-05,0.06892344,0.42629373,0.2521303,-0.13783407,-0.8525082,-0.5042137
27,3,4,0,0,-0.026626825,-0.038729478,0.4667928,0.20998849,0.075449966,-0.9093719,-0.40908435
27,6,7,0,0,-0.007012725,0.04005317,0.49,0.10869387,-0.079548486,-0.9731754,-0.21587387
27,5,6,0,0,-0.019937038,-0.039899394,0.48079082,-0.16527568,0.078238934,-0.9427853,0.32408997
27,4,5,0,0,-0.013915062,0.039931506,0.50309443,0.048035625,-0.078766964,-0.99237984,-0.09475276
27,2,3,0,0,-0.0035414696,0.057555266,0.38926518,-0.31134212,-0.11470431,-0.77578294,0.6204868
27,0,0,0,0,0.00055623055,-0,-0.49972185,-0,0,0.99999994,0
28,1,2,0,0,5.1140785E-05,-0.13886082,0.47825718,-0.044296533,0.27773586,-0.9565633,0.088597596
28,0,1,0,0,-0.00014138222,0.07121769,0.4182487,0.2647013,-0.14241526,-0.8363792,-0.52932775
28,3,4,0,0,-0.029809117,-0.03859729,0.464604,0.21858647,0.07496008,-0.9023109,-0.42451844
28,6,7,0,0,-0.0077625513,0.040090144,0.48975754,0.111475036,-0.07956268,-0.9719701,-0.22123274
28,5,6,0,0,-0.022466779,-0.03994122,0.48004746,-0.17122716,0.078127176,-0.93899864,0.33492953
28,4,5,0,0,-0.015179396,0.039967887,0.5034635,0.050737787,-0.07874054,-0.991871,-0.09995827
28,2,3,0,0,-0.0058038235,0.058832347,0.37769532,-0.32679552,-0.11698573,-0.7510318,0.6498196
28,0,0,0,0,0.0005415678,-0,-0.49972922,-0,0,1,0
29,1,2,0,0,2.4735928E-05,-0.14551853,0.4760016,-0.04727069,0.29104427,-0.9520267,0.09454372
29,0,1,0,0,-0.00019180775,0.073570915,0.40952897,0.27743328,-0.1471136,-0.8189009,-0.55476016
29,3,4,0,0,-0.033286333,-0.0384651,0.46241522,0.22718447,0.07445197,-0.8950379,-0.4397319
29,6,7,0,0,-0.0085424185,0.040127117,0.48951483,0.1142562,-0.07957447,-0.9707372,-0.2265769
29,5,6,0,0,-0.025131226,-0.03998305,0.4793043,-0.17717862,0.078005716,-0.9351082,0.34567013
29,4,5,0,0,-0.016471028,0.040004265,0.50383246,0.05343995,-0.07871206,-0.9913366,-0.105148
29,2,3,0,0,-0.008985043,0.060151715,0.36560342,-0.34238663,-0.119232126,-0.72469544,0.67867535
29,0,0,0,0,0.00052678585,-0,-0.49973658,-0,0,0.99999994,0
30,1,2,0,0,-2.9802322E-06,-0.15231001,0.47357625,-0.050286278,0.30461913,-0.9471497,0.10057226
30,0,1,0,0,-0.00024724007,0.07597466,0.40009362,0.2903043,-0.15191175,-0.79998946,-0.5804651
30,3,4,0,0,-0.03705573,-0.03833291,0.46022642,0.23578247,0.07392642,-0.8875635,-0.45471513
30,6,7,0,0,-0.009352922,0.040164094,0.48927233,0.11703738,-0.079583846,-0.96947724,-0.23190576
30,5,6,0,0,-0.02792883,-0.04002488,0.47856116,-0.18313009,0.07787481,-0.9311173,0.35630888
30,4,5,0,0,-0.017790198,0.040040642,0.5042014,0.05614211,-0.07868152,-0.9907767,-0.11032158
30,2,3,0,0,-0.013235688,0.061509635,0.35303345,-0.35811403,-0.12141229,-0.6968437,0.7068721
30,0,0,0,0,0.00051021576,-0,-0.4997449,-0,0,1,0
31,1,2,0,0,-3.027916E-05,-0.15922117,0.47097734,-0.053330302,0.3184327,-0.9419262,0.10665738
31,0,1,0,0,-0.00030744076,0.07841899,0.38989925,0.30328664,-0.15678978,-0.77955884,-0.60638684
31,3,4,0,0,-0.041113973,-0.03820072,0.4580376,0.24438047,0.07338432,-0.8798991,-0.4694596
31,6,7,0,0,-0.010193706,0.040201068,0.48902988,0.11981856,-0.07959081,-0.9681903,-0.23721898
31,5,6,0,0,-0.030858397,-0.040066708,0.477818,-0.18908155,0.07773465,-0.9270294,0.36684293
31,4,5,0,0,-0.019136786,0.040077027,0.50457025,0.058844272,-0.07864896,-0.9901914,-0.11547866
31,2,3,0,0,-0.018696904,0.0629013,0.34003282,-0.37397456,-0.12349366,-0.6675839,0.73422146
31,0,0,0,0,0.00049221516,-0,-0.4997539,-0,0,1,0
32,1,2,0,0,-4.8041344E-05,-0.16623488,0.4681992,-0.056386918,0.3324538,-0.9363534,0.11276842
32,0,1,0,0,-0.0003709793,0.0808925,0.3789019,0.31634673,-0.16172501,-0.75752276,-0.63245887
32,3,4,0,0,-0.04545772,-0.038068533,0.4558488,0.25297844,0.072826535,-0.87205595,-0.4839573
32,6,7,0,0,-0.011064649,0.040238045,0.48878738,0.12259972,-0.079595394,-0.9668766,-0.24251609
32,5,6,0,0,-0.03391838,-0.04010854,0.47707462,-0.19503301,0.0775855,-0.92284775,0.37726966
32,4,5,0,0,-0.02051115,0.040113404,0.5049393,0.061546434,-0.07861434,-0.98958117,-0.120618835
32,2,3,0,0,-0.025495648,0.06432071,0.32665145,-0.3899641,-0.12544318,-0.63706064,0.7605378
32,0,0,0,0,0.00047326088,-0,-0.49976337,-0,0,1,0
33,1,2,0,0,-6.318092E-05,-0.17333567,0.4652455,-0.059439182,0.34664944,-0.9304322,0.118870854
33,0,1,0,0,-0.00043678284,0.0833839,0.36705554,0.3294477,-0.166695,-0.7337906,-0.6586077
33,3,4,0,0,-0.0500834,-0.03793634,0.45366,0.26157644,0.07225396,-0.8640457,-0.49820128
33,6,7,0,0,-0.011965156,0.040275022,0.48854473,0.12538089,-0.079597645,-0.96553665,-0.24779686
33,5,6,0,0,-0.03710842,-0.040150367,0.47633144,-0.20098448,0.07742752,-0.918576,0.38758624
33,4,5,0,0,-0.021912575,0.040149778,0.5053083,0.06424859,-0.07857772,-0.9889462,-0.12574185
33,2,3,0,0,-0.033732057,0.06576296,0.3129325,-0.40607756,-0.12723406,-0.60544217,0.7856534
33,0,0,0,0,0.00045490265,-0,-0.49977255,-0,0,1,0
34,1,2,0,0,-7.772446E-05,-0.1805064,0.4621191,-0.062467813,0.36098474,-0.9241664,0.12492592
34,0,1,0,0,-0.0005053282,0.08588082,0.35431415,0.34254733,-0.17167489,-0.7082704,-0.68474865
